video_id,title
h13Y9sDbQ6w,Count Number of Bad Pairs - Leetcode 2364 - Python
LWgksJP-5SA,Find the Punishment Number of an Integer - Leetcode 2698 - Python
rNv0vgNc4Ww,Construct the Lexicographically Largest Valid Sequence - Leetcode 1718 - Python
8FrJX-P_DnE,Letter Tile Possibilities - Leetcode 1079 - Python
GgN8d22BEf0,Construct Smallest Number From DI String - Leetcode 2375 - Python
tRwXzsXJArI,The k-th Lexicographical String of All Happy Strings of Length n - Leetcode 1415 - Python
xZ9KOLQ6Quw,Find Unique Binary String - Leetcode 1980  - Python
yI7DfYJSfr4,Private video
99ExTh_0Ycg,Check if Number is a Sum of Powers of Three - Leetcode 1780 - Python
y1VEygeHpGU,Maximum Absolute Sum of Any Subarray - Leetcode 1749 - Python
H1nBu3L-2gQ,Construct Binary Tree from Preorder and Postorder Traversal - Leetcode 889 - Python
mESeQZKfvtY,Most Profitable Path in a Tree - Leetcode 2467 - Python
AIlI-24oC6Q,Number of Sub-arrays With Odd Sum - Leetcode 1524 - Python
33kCYPLnvcE,Length of Longest Fibonacci Subsequence - Leetcode 873 - Python
OX0bCSG7EfE,Partition Array According to Given Pivot - Leetcode 2161 - Python
Ajg7LRTBo6U,Count Total Number of Colored Cells - Leetcode 2579 - Python
lcdO8gSWZHw,Closest Prime Numbers in Range - Leetcode 2523 - Python
Zexx16dNPX8,Alternating Groups II - Leetcode 3208 - Python
2wANakxRZNo,Count of Substrings Containing Every Vowel and K Consonants II - Leetcode 3306 - Python
iSf7d2ldp70,Number of Substrings Containing All Three Characters - Leetcode 1358 - Python
jpKfrXetb9Q,Maximum Candies Allocated to K Children - Leetcode 2226 - Python
OHZqAc6h3Us,House Robber IV - Leetcode 2560 - Python
RHct_Pz9EBo,Minimum Time to Repair Cars - Leetcode 2594 - Python
pcUmxsvTmP0,Longest Nice Subarray - Leetcode 2401 - Python
5dg_gAym75I,Minimum Operations to Make Binary Array Elements Equal to One I - Leetcode 3191 - Python
WQZdwxZJAhY,Partition Labels - Leetcode 763 - Python
AQrsAc3EcyQ,Find All Possible Recipes from Given Supplies - Leetcode 2115 - Python
FjLirf3k9ao,Count the Number of Complete Components - Leetcode 2685 - Python
VFCzKOH1hnk,Number of Ways to Arrive at Destination - Leetcode 1976 - Python
VFYTULYpApM,Count Days Without Meetings - Leetcode 3169 - Python
X9QtxzsAsYo,Check if Grid can be Cut into Sections - Leetcode 3394 - Python
2LfVNDlx8mY,Minimum Operations to Make a Uni-Value Grid - Leetcode 2033 - Python
XemmMMz_0mU,Minimum Index of a Valid Split - Leetcode 2780 - Python
bMXHK-ASQV0,Lowest Common Ancestor of Deepest Leaves - Leetcode 1123 - Python
y_XVeVUpdP4,Count Good Numbers - Leetcode 1922 - Python
yWlxzvpU6WY,Maximum Value of an Ordered Triplet II - Leetcode 2874 - Python
bY2CoVEdEEg,Solving Questions with Brainpower - Leetcode 2140 - Python
O-aXzrDB49w,Largest Divisible Subset - Leetcode 368 - Python
snue4L5WrJ4,Partition Equal Subset Sum - Leetcode 416 - Python
-JFngYs21Y8,Binary Tree Vertical Order Traversal - Leetcode 314 - Python
ntzA9LS8kLM,Buildings With an Ocean View - Leetcode 1762 - Python
m7_mhLUTj6Q,Delete Nodes From Linked List Present in Array - Leetcode 3217 - Python
GZNl0gFm25Q,Count Unguarded Cells in the Grid - Leetcode 2257 - Python
H0fH83hiFs0,Minimum Time To Make Rope Colorful - Leetcode 1578 - Python
c_TCs1dnIzo,Power Grid Maintenance - Leetcode 3607 - Python
s9-gPx1Nvho,Minimum Operations to Convert All Elements to Zero - Leetcode 3542 - Python
xLoDjKczUSk,Largest Color Value in a Directed Graph - Leetcode 1857 - Python
1IUzNJ6TPEM,IPO - Leetcode 502 - Python
boHNFptxo2A,Minimize Deviation in Array - Leetcode 1675 - Python
NrHpgTScOcY,Naming a Company - Leetcode 2306 - Python
FavoZjPIWpo,Data Stream as Disjoint Intervals - Leetcode 352 - Python
bLEIHn-DgoA,LFU Cache - Leetcode 460 - Python
iHp7fjw1R28,Concatenated Words - Leetcode 472 - Python
Bb9lOXUOnFw,Leetcode 149 - Maximum Points on a Line - Python
rv2GBYQm7xM,Number of Good Paths - Leetcode 2421 - Python
ZRdEd_eun8g,Maximum Value of K Coins from Piles - Leetcode 2218 - Python
_GF-0T-YjW8,Number of Ways to Form a Target String Given a Dictionary - Leetcode 1639 - Python
CcLKQLKvOl8,Profitable Schemes - Leetcode 879 - Python
booGwg5wYm4,Remove Max Number of Edges to Keep Graph Fully Traversable - Leetcode 1579 - Python
Xq9VT7p0lic,Find the Longest Valid Obstacle Course at Each Position - Leetcode 1964 - Python
RRQVDqp5RSE,Maximize Score after N Operations - Leetcode 1799 - Python
EVxTO5I0d7w,Minimum Cost to Cut a Stick - Leetcode 1547 - Python
HsLG5QW9CFQ,Stone Game III - Leetcode 1406 - Python
gk4qzZSmyrs,Number of Music Playlists - Leetcode 920 - Python
83JnUxrLKJU,Find Critical and Pseudo Critical Edges in Minimum Spanning Tree - Leetcode 1489 - Python
TzMl4Z7pVh8,Text Justification - Leetcode 68 - Python
OpgslsirW8s,Count all Valid Pickup and Delivery Options - Leetcode 1359 - Python
1IzCRCcK17A,Candy - Leetcode 135 - Python
Dd-yJylrcOY,Minimum Number of Operations to Make Array Continuous - Leetcode 2009 - Python
zY3Uty9IwvY,Number of Flowers in Full Bloom - Leetcode 2251 - Python
BGgYC-YkGvc,Find in Mountain Array - Leetcode 1095 - Python
qMZJunF5UaI,Painting the Walls - Leetcode 2742 - Python
8YBGXG-8sRI,Number of Ways to Stay in the Same Place After Some Steps - Leetcode 1269 - Python
a_NlRPnqCrg,Parallel Courses III - Leetcode 2050 - Python
-IYZv-nOSys,Constrained Subsequence Sum - Leetcode 1425 - Python
_K7oyQlAjv4,Maximum Score of a Good Subarray - Leetcode 1793 - Python
YOTjCd4Eyhc,Number of Ways to Divide a Long Corridor - Leetcode 2147 - Python
yRI18_MaG7k,Minimum Number of One Bit Operations to Make Integers Zero - Leetcode 1611 - Python
ISIG3o-Xofg,String Compression II - Leetcode 1531 - Python
DAAULrZFeLI,Minimum Difficulty of a Job Schedule - Leetcode 1335 - Python
JLoWc3v0SiE,Maximum Profit in Job Scheduling - Leetcode 1235 - Python
YIMwwT9JdIE,Arithmetic Slices II - Leetcode 446 - Python
dglwb30bUKI,K Inverse Pairs Array - Leetcode 629 - Python
43DRBP2DUHg,Number of Submatrices that Sum to Target - Leetcode 1074 - Python
c1stwk2TbNk,Cherry Pickup II - Leetcode 1463 - Python
2VLwjvODQbA,Meeting Rooms III - Leetcode 2402 - Python
1XujGRSU1bQ,Find All People With Secret - Leetcode 2092 - Python
jZ-RVp5CVYY,Greatest Common Divisor Traversal - Leetcode 2709 - Python
etI6HqWVa8U,Subarrays with K Different Integers - Leetcode 992 - Python
_b8sptrsFEM,Minimum Falling Path Sum II - Leetcode 1289 - Python
NOgnlTXidSs,Freedom Trail - Leetcode 514 - Python
f879mUH6vJk,Minimum Cost to Hire K Workers - Leetcode 857 - Python
bnBp6_b4GCw,Find the Maximum Sum of Node Values - Leetcode 3068 - Python
1cV8Hq9IAk4,Maximum Score Words Formed By Letters - Leetcode 1255 - Python
QgLKdluDo08,Word Break II - Leetcode 140 - Python
BPIJ5ROX0i4,Student Attendance Record II - Leetcode 552 - Python
Fv3M9uO5ovU,Minimum Number of K Consecutive Bit Flips - Leetcode 995 - Python
FMV5Pp0tdXY,Robot Collisions - Leetcode 2751 - Python
iuK05gGBzJc,Number of Atoms - Leetcode 726 - Python
khTKB1PzCuw,Build a Matrix With Conditions - Leetcode 2392 - Python
2F7gwxfy1CU,Second Minimum Time to Reach Destination - Leetcode 2045 - Python
SCtIlKd3mDM,Integer to English Words - Leetcode 273 - Python
aO-QbJ5eZwU,Minimum Number of Days to Disconnect Island - Leetcode 1568 - Python
bQ-QcFKwsZc,Find K-th Smallest Pair Distance - Leetcode 719 - Python
niOT-FK1RH8,Rabin Karp - Shortest Palindrome - Leetcode 214
wRubz1zhVqk,K-th Smallest in Lexicographical Order - Leetcode 440 - Python
F-5cmvhLw90,Sum of Prefix Scores of Strings - Leetcode 2416 - Python
q2L6yHIIbs8,Parsing A Boolean Expression - Leetcode 1106 - Python
Ys-q9qPpleY,Minimum Number of Removals to Make Mountain Array - Leetcode 1671 - Python
5AY70aAHZiQ,Shortest Subarray with Sum at Least K - Leetcode 862 - Python
C8wonkVDWz8,Sliding Puzzle - Leetcode 773 - Python
VxeH7_QL-28,Minimum Obstacle Removal to Reach Corner - Leetcode 2290 - Python
Kj98r8IgJOQ,Minimum Time to Visit a Cell In a Grid - Leetcode 2577 - Python
xlgOaIK-inc,Maximum Number of K-Divisible Components - Leetcode 2872 - Python
HJaSuUOUH90,Find Building Where Alice and Bob Can Meet - Leetcode 2940 - Python
tK1TLnhmXzw,Find Minimum Diameter After Merging Two Trees - Leetcode 3203 - Python
SfjeJ1qyCVg,Maximum Sum of 3 Non-Overlapping Subarrays - Leetcode 689 - Python
3DwA6AsQvDI,Minimum Cost to Make at Least One Valid Path in a Grid - Leetcode 1368 - Python
onA7_MaPGkM,Trapping Rain Water II - Leetcode 407 - Python
Gn0ADjje8Rg,Divide Nodes Into the Maximum Number of Groups - Leetcode 2493 - Python
aPBELJa-LM8,Maximum Employees to Be Invited to a Meeting - Leetcode 2127 - Python
pq61VNqXGvA,Making A Large Island - Leetcode 827 - Python
VroH6J47kIE,Recover a Tree From Preorder Traversal - Leetcode 1028 - Python
JkjQNJSxXN0,Shortest Common Supersequence - Leetcode 1092 - Python
UL8radjMPUM,Minimum Cost Walk in Weighted Graph - Leetcode 3108 - Python
NtH8cWBCu3Y,Maximum Number of Points From Grid Queries - Leetcode 2503 - Python
NH-Bkbmj7Sw,Apply Operations to Maximize Score - Leetcode 2818 - Python
lB_gLotpnuY,Put Marbles in Bags - Leetcode 2551 - Python
84mt0YWJd1w,Minimum Number of Increments on Subarrays to Form a Target Array - Leetcode 1526 - Python
4GyVDJq3cqg,Find X-Sum of All K-Long Subarrays II - Leetcode 3321 - Python
iOm-VdQJmSs,Maximize the Minimum Powered City - Leetcode 2528 - Python
kcDt60Wav7w,Minimum Number of One Bit Operations to Make Integers Zero - Leetcode 1611 - Python
